128,6
X1,X2,X3,X4,X5,X6,ln
0.84499999999999997,-2.5,-1.8999999999999999,2.0,3.7999999999999998,0.94599999999999995,-5.9500000000000002
0.84499999999999997,-2.5,-1.8999999999999999,2.0,3.75,0.94599999999999995,-7.29
0.84099999999999997,-2.5,-1.9299999999999999,2.0,3.8999999999999999,0.95599999999999996,-3.77
0.86499999999999999,-2.2599999999999998,-2.0,2.7999999999999998,3.0,1.034,-3.3500000000000001
0.86299999999999999,-2.23,-2.0,2.8999999999999999,3.0,1.034,-5.0700000000000003
0.86399999999999999,-2.25,-2.0,2.8500000000000001,3.0,1.034,-3.8599999999999999
0.86399999999999999,-2.25,-2.0,2.8199999999999998,3.0,1.034,-3.4700000000000002
0.86499999999999999,-2.2599999999999998,-2.0,2.7999999999999998,3.0,1.034,-3.3500000000000001
0.86499999999999999,-2.27,-2.0,2.7799999999999998,3.0,1.034,-3.77
0.878,-2.23,-2.0,2.8999999999999999,3.0,1.034,-7.71
0.88400000000000001,-2.2400000000000002,-2.0,2.8999999999999999,3.0,1.034,-9.4199999999999999
0.871,-2.23,-2.0,2.8999999999999999,3.0,1.034,-6.75
0.85299999999999998,-2.23,-1.95,2.8999999999999999,3.0,0.98599999999999999,-4.9299999999999997
0.86799999999999999,-2.23,-1.99,2.8999999999999999,3.0,1.024,-6.5199999999999996
0.875,-2.23,-2.0,2.8999999999999999,2.8999999999999999,1.038,-7.4400000000000004
0.86299999999999999,-2.23,-2.0,2.8999999999999999,3.1000000000000001,1.024,-7.9199999999999999
0.86299999999999999,-2.23,-2.0299999999999998,2.8999999999999999,2.8999999999999999,1.0389999999999999,-8.1099999999999994
0.878,-2.23,-1.96,2.8999999999999999,3.1000000000000001,1.02,-9.7899999999999991
0.86199999999999999,-2.23,-1.99,2.8999999999999999,2.8999999999999999,1.018,-8.5700000000000003
0.84099999999999997,-2.23,-1.8999999999999999,2.8999999999999999,3.0,0.94099999999999995,-6.29
0.83499999999999996,-2.23,-1.8999999999999999,2.8999999999999999,3.0,0.94099999999999995,-5.4800000000000004
0.84699999999999998,-2.2400000000000002,-1.8999999999999999,2.8999999999999999,3.0,0.94099999999999995,-8.3599999999999994
0.82999999999999996,-2.52,-1.9399999999999999,0.97999999999999998,2.8999999999999999,0.95599999999999996,-3.4900000000000002
0.83099999999999996,-2.23,-1.9399999999999999,2.8999999999999999,2.8999999999999999,0.95599999999999996,-4.79
0.83299999999999996,-2.23,-1.9199999999999999,2.8999999999999999,2.9500000000000002,0.94799999999999995,-3.8500000000000001
0.91000000000000003,-2.5,-1.8999999999999999,2.0,4.0,0.94799999999999995,-7.25
0.89400000000000002,-2.5,-2.1000000000000001,2.0,3.0,1.0289999999999999,-10.869999999999999
0.89000000000000001,-2.5,-2.1200000000000001,2.0,2.9500000000000002,1.032,-8.7300000000000004
0.88600000000000001,-2.5,-2.1299999999999999,2.0,2.8999999999999999,1.0349999999999999,-7.9400000000000004
0.88200000000000001,-2.5,-2.1499999999999999,2.0,2.8500000000000001,1.0369999999999999,-8.7300000000000004
0.89000000000000001,-2.5,-2.1000000000000001,2.0,2.9500000000000002,1.022,-8.8399999999999999
0.88500000000000001,-2.5,-2.0899999999999999,2.0,2.8999999999999999,1.014,-8.5700000000000003
0.89100000000000001,-2.5,-2.1099999999999999,2.0,3.0,1.028,-10.109999999999999
0.88800000000000001,-2.5,-2.1099999999999999,2.0,3.0,1.0269999999999999,-10.27
0.90600000000000003,-2.52,-2.1000000000000001,2.0,3.0,1.0289999999999999,-8.9800000000000004
0.88300000000000001,-2.5099999999999998,-2.1499999999999999,2.0,2.8999999999999999,1.034,-6.8600000000000003
0.83399999999999996,-2.3199999999999998,-2.0,2.8999999999999999,3.0,1.034,-10.82
0.84399999999999997,-2.3199999999999998,-2.0,2.8999999999999999,3.0,1.034,-6.6799999999999997
0.85699999999999998,-2.23,-2.0,2.8999999999999999,3.0,1.034,-5.9900000000000002
0.89400000000000002,-2.3199999999999998,-2.0,2.8999999999999999,3.0,1.034,-6.0099999999999998
0.80700000000000005,-2.3199999999999998,-2.2000000000000002,2.8999999999999999,3.0,1.026,-4.3700000000000001
0.78600000000000003,-2.3199999999999998,-1.8,2.8999999999999999,3.0,0.81799999999999995,-4.6699999999999999
0.76500000000000001,-2.3199999999999998,-2.2000000000000002,2.8999999999999999,3.0,0.97299999999999998,-5.8899999999999997
0.84899999999999998,-2.3199999999999998,-1.8899999999999999,2.8999999999999999,3.0,0.92700000000000005,-3.8500000000000001
0.85999999999999999,-2.3199999999999998,-1.9099999999999999,2.8999999999999999,3.0,0.94999999999999996,-4.4400000000000004
0.84999999999999998,-2.3199999999999998,-1.8999999999999999,2.8999999999999999,3.0,0.94099999999999995,-6.3099999999999996
0.86199999999999999,-2.3300000000000001,-1.8999999999999999,2.8999999999999999,3.0,0.94099999999999995,-5.8899999999999997
0.88800000000000001,-2.3199999999999998,-2.0,2.8999999999999999,3.0,1.034,-7.3200000000000003
0.88500000000000001,-2.3599999999999999,-2.0,2.7000000000000002,3.0,1.034,-7.5800000000000001
0.90000000000000002,-2.3300000000000001,-2.0,2.8999999999999999,3.0,1.034,-6.8600000000000003
0.85199999999999998,-2.3199999999999998,-1.9399999999999999,2.8999999999999999,2.8999999999999999,0.95599999999999996,-2.3599999999999999
0.85499999999999998,-2.3399999999999999,-1.96,2.7999999999999998,2.8500000000000001,0.96299999999999997,-2.1000000000000001
0.85399999999999998,-2.3199999999999998,-1.9199999999999999,2.8999999999999999,2.9500000000000002,0.94799999999999995,-2.4199999999999999
0.84999999999999998,-2.3199999999999998,-1.96,2.8999999999999999,2.8500000000000001,0.96299999999999997,-2.1499999999999999
0.84599999999999997,-2.3199999999999998,-2.0,2.8999999999999999,2.75,0.97799999999999998,-2.0699999999999998
0.85699999999999998,-2.3300000000000001,-1.9199999999999999,2.8500000000000001,2.9500000000000002,0.94799999999999995,-2.5099999999999998
0.85499999999999998,-2.3300000000000001,-1.9399999999999999,2.8500000000000001,2.8999999999999999,0.95599999999999996,-2.1099999999999999
0.85299999999999998,-2.3300000000000001,-1.96,2.8500000000000001,2.8500000000000001,0.96299999999999997,-2.0299999999999998
0.85099999999999998,-2.3300000000000001,-1.98,2.8500000000000001,2.7999999999999998,0.97099999999999997,-2.0899999999999999
0.85999999999999999,-2.3399999999999999,-1.9199999999999999,2.7999999999999998,2.9500000000000002,0.94799999999999995,-2.3900000000000001
0.85699999999999998,-2.3399999999999999,-1.9399999999999999,2.7999999999999998,2.8999999999999999,0.95599999999999996,-2.0600000000000001
0.85299999999999998,-2.3399999999999999,-1.98,2.7999999999999998,2.7999999999999998,0.97099999999999997,-2.0299999999999998
0.85999999999999999,-2.3500000000000001,-1.9399999999999999,2.75,2.8999999999999999,0.95599999999999996,-3.1099999999999999
0.85799999999999998,-2.3500000000000001,-1.96,2.75,2.8500000000000001,0.96299999999999997,-2.2599999999999998
0.85399999999999998,-2.3399999999999999,-1.98,2.7999999999999998,2.8100000000000001,0.96899999999999997,-1.9299999999999999
0.85599999999999998,-2.3399999999999999,-1.95,2.7999999999999998,2.8700000000000001,0.95699999999999996,-1.7
0.85699999999999998,-2.3399999999999999,-1.9399999999999999,2.7999999999999998,2.8900000000000001,0.95299999999999996,-1.45
0.85599999999999998,-2.3399999999999999,-1.96,2.7999999999999998,2.8500000000000001,0.96099999999999997,-1.71
0.85699999999999998,-2.3399999999999999,-1.9399999999999999,2.7999999999999998,2.8900000000000001,0.95399999999999996,-1.5700000000000001
0.85999999999999999,-2.3399999999999999,-1.9099999999999999,2.7999999999999998,2.9500000000000002,0.94099999999999995,-1.24
0.85999999999999999,-2.3599999999999999,-1.8999999999999999,2.7000000000000002,2.8999999999999999,0.93400000000000005,-1.24
0.85599999999999998,-2.3399999999999999,-1.95,2.7999999999999998,2.8500000000000001,0.95899999999999996,-1.45
0.85699999999999998,-2.3399999999999999,-1.9399999999999999,2.7999999999999998,2.8700000000000001,0.95399999999999996,-1.4299999999999999
0.85799999999999998,-2.3399999999999999,-1.9199999999999999,2.7999999999999998,2.8999999999999999,0.94699999999999995,-1.3100000000000001
0.85499999999999998,-2.3399999999999999,-1.96,2.7999999999999998,2.8300000000000001,0.96299999999999997,-1.52
0.86299999999999999,-2.3399999999999999,-1.8600000000000001,2.7999999999999998,3.0,0.92300000000000004,0.040000000000000001
0.78900000000000003,-2.3199999999999998,-1.8500000000000001,2.8999999999999999,2.8999999999999999,0.84399999999999997,-6.21
0.88600000000000001,-2.3199999999999998,-2.0299999999999998,2.8999999999999999,2.8999999999999999,1.0389999999999999,-4.96
0.80800000000000005,-2.3199999999999998,-2.21,2.8999999999999999,2.8999999999999999,1.032,-3.96
0.80300000000000005,-2.2999999999999998,-2.21,3.0,2.8999999999999999,1.032,-3.9100000000000001
0.80800000000000005,-2.3199999999999998,-2.21,2.8999999999999999,2.8999999999999999,1.032,-3.96
0.85099999999999998,-2.3300000000000001,-1.98,2.7999999999999998,2.7999999999999998,0.97099999999999997,-2.5600000000000001
0.85099999999999998,-2.3300000000000001,-1.98,2.7999999999999998,2.7999999999999998,0.97099999999999997,-2.9700000000000002
0.84999999999999998,-2.3399999999999999,-1.98,2.7999999999999998,2.7999999999999998,0.97099999999999997,-3.1299999999999999
0.84899999999999998,-2.3399999999999999,-1.98,2.7999999999999998,2.7999999999999998,0.97099999999999997,-3.6400000000000001
0.86699999999999999,-2.3999999999999999,-1.9299999999999999,2.5,3.25,0.94099999999999995,-4.9299999999999997
0.86399999999999999,-2.3999999999999999,-1.9299999999999999,2.5,3.2999999999999998,0.94099999999999995,-4.6100000000000003
0.86199999999999999,-2.3999999999999999,-1.9399999999999999,2.5,3.3500000000000001,0.94199999999999995,-4.9299999999999997
0.85999999999999999,-2.3999999999999999,-1.9399999999999999,2.5,3.3999999999999999,0.94199999999999995,-6.5599999999999996
0.85799999999999998,-2.3999999999999999,-1.95,2.5,3.4500000000000002,0.94199999999999995,-8.5399999999999991
0.91400000000000003,-2.6000000000000001,-1.98,2.0,3.8999999999999999,0.93000000000000005,-9.3900000000000006
0.876,-2.6000000000000001,-1.8700000000000001,2.0,2.8999999999999999,0.84199999999999997,-5.3399999999999999
0.91300000000000003,-2.5,-1.9099999999999999,2.0,3.8999999999999999,0.95599999999999996,-5.6900000000000004
0.82799999999999996,-2.2999999999999998,-1.98,3.0,2.7999999999999998,0.97099999999999997,-3.4500000000000002
0.83499999999999996,-2.5,-1.96,2.0,3.7999999999999998,0.96399999999999997,-4.0199999999999996
0.90000000000000002,-2.5099999999999998,-2.1000000000000001,2.0,3.0,1.0289999999999999,-9.8800000000000008
0.86899999999999999,-2.23,-1.97,2.8999999999999999,3.0,1.0149999999999999,-7.21
0.85699999999999998,-2.3199999999999998,-1.8999999999999999,2.8999999999999999,3.0,0.94099999999999995,-4.1399999999999997
0.84799999999999998,-2.3199999999999998,-1.98,2.8999999999999999,2.7999999999999998,0.97099999999999997,-2.4900000000000002
0.85799999999999998,-2.3399999999999999,-1.9299999999999999,2.7999999999999998,2.8999999999999999,0.95099999999999996,-1.5
0.85199999999999998,-2.3300000000000001,-1.98,2.7999999999999998,2.7999999999999998,0.97099999999999997,-2.46
